SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,PricePerSqft,PropertyAge,ListingCategory
1739,5,1,Rural,1985,244643.8658,140.68,40,Mid-Range
2697,5,1,Rural,1962,364022.1477,134.97,63,High-End
1794,5,2,Rural,2001,180297.3342,100.5,24,Budget
1262,2,2,Rural,1998,115073.2854,91.18,27,Budget
1642,4,1,Suburb,1978,168177.2259,102.42,47,Budget
2966,3,2,Suburb,1965,317845.0325,107.16,60,High-End
2248,2,3,Rural,1969,207784.6969,92.43,56,Mid-Range
1257,3,1,Suburb,1989,115138.5088,91.6,36,Budget
2257,4,1,Urban,1989,197206.6142,87.38,36,Mid-Range
2359,4,3,Suburb,1986,199644.0669,84.63,39,Mid-Range
1408,2,1,Suburb,1976,140812.6311,100.01,49,Budget
2851,2,1,Suburb,1969,281712.1687,98.81,56,High-End
1974,5,1,Suburb,1956,216782.7336,109.82,69,Mid-Range
2047,2,1,Rural,1956,187090.4031,91.4,69,Budget
1270,5,2,Suburb,1965,87329.6676,68.76,60,Budget
2118,2,3,Suburb,1976,194891.3453,92.02,49,Mid-Range
1141,5,1,Urban,1952,108040.291,94.69,73,Budget
2717,4,2,Rural,2019,223738.0425,82.35,6,Mid-Range
2741,3,1,Urban,1970,317531.9557,115.85,55,High-End
1901,4,2,Suburb,2007,175911.0325,92.54,18,Budget
1973,5,2,Suburb,1982,219087.9833,111.04,43,Mid-Range
2104,4,3,Urban,1979,202433.9805,96.21,46,Mid-Range
1273,2,2,Urban,1969,114852.837,90.22,56,Budget
1275,2,1,Suburb,1968,119000.9632,93.33,57,Budget
2906,3,3,Urban,2004,286727.944,98.67,21,High-End
2981,3,3,Suburb,1951,308688.7646,103.55,74,High-End
1464,4,1,Suburb,2020,179210.791,122.41,5,Budget
2231,3,1,Rural,1995,285437.5155,127.94,30,High-End
2319,2,3,Urban,2014,201882.664,87.06,11,Mid-Range
2062,2,2,Rural,1956,123551.6915,59.92,69,Budget
2971,2,3,Suburb,1982,360887.7635,121.47,43,High-End
1287,5,3,Rural,1958,164679.2662,127.96,67,Budget
2147,5,1,Rural,2011,255275.6666,118.9,14,Mid-Range
1875,4,1,Suburb,1970,177810.1347,94.83,55,Budget
2992,5,1,Suburb,2005,423164.5899,141.43,20,High-End
2306,3,3,Rural,1979,263997.6859,114.48,46,High-End
1877,2,3,Rural,1968,187177.708,99.72,57,Budget
1179,4,1,Urban,1984,80307.75262,68.12,41,Budget
2120,5,3,Rural,1978,309748.5063,146.11,47,High-End
2214,4,1,Urban,1983,179056.1357,80.87,42,Budget
2097,4,3,Rural,1978,342664.2354,163.41,47,High-End
1446,3,2,Urban,2019,212096.2499,146.68,6,Mid-Range
1784,3,1,Rural,2007,167397.6002,93.83,18,Budget
2520,3,2,Suburb,2021,293957.2661,116.65,4,High-End
1560,4,1,Suburb,1965,129784.2205,83.2,60,Budget
1483,4,1,Rural,1955,222955.2898,150.34,70,Mid-Range
1848,3,3,Rural,1989,166035.4194,89.85,36,Budget
1721,5,1,Rural,2002,135119.8018,78.51,23,Budget
1115,2,2,Suburb,1950,65938.59531,59.14,75,Budget
1534,3,2,Rural,2012,194668.1837,126.9,13,Mid-Range
2121,5,3,Suburb,2005,251123.4916,118.4,20,Mid-Range
2351,4,1,Rural,1955,263882.4791,112.24,70,High-End
2932,4,1,Rural,2003,284685.4545,97.1,22,High-End
1406,5,3,Rural,1984,160245.0391,113.97,41,Budget
2336,5,1,Suburb,1966,271662.09,116.29,59,High-End
2725,4,1,Urban,1969,363640.08,133.45,56,High-End
1693,4,2,Rural,2008,178550.5572,105.46,17,Budget
2171,4,2,Suburb,1968,262968.2925,121.13,57,High-End
2365,4,2,Rural,1962,339137.635,143.4,63,High-End
1494,3,2,Suburb,1963,201518.9326,134.89,62,Mid-Range
1947,4,1,Suburb,1979,192826.5684,99.04,46,Mid-Range
1022,4,1,Urban,1955,125182.9219,122.49,70,Budget
2128,5,2,Rural,1992,262840.5555,123.52,33,High-End
2698,5,1,Rural,1953,215240.9295,79.78,72,Mid-Range
2602,5,3,Suburb,1967,261599.7428,100.54,58,High-End
2825,4,3,Rural,1967,322744.2846,114.25,58,High-End
2824,5,1,Urban,1955,405405.0646,143.56,70,High-End
1557,4,1,Rural,1970,249362.1505,160.16,55,Mid-Range
2616,4,2,Suburb,2015,227140.0939,86.83,10,Mid-Range
1940,5,2,Suburb,1970,172404.6903,88.87,55,Budget
2682,2,3,Suburb,1961,374900.2021,139.78,64,High-End
2245,3,1,Rural,1989,185505.2195,82.63,36,Budget
1854,3,1,Suburb,1967,136117.6491,73.42,58,Budget
2038,2,2,Suburb,2014,130238.1895,63.9,11,Budget
1890,2,1,Rural,1974,175003.4996,92.59,51,Budget
2656,4,2,Rural,1969,384608.6189,144.81,56,High-End
1077,5,2,Suburb,1952,181941.3627,168.93,73,Budget
2345,3,1,Suburb,1992,251862.6813,107.4,33,Mid-Range
1806,3,2,Suburb,2012,281877.9586,156.08,13,High-End
2264,2,3,Suburb,2007,339631.7865,150.01,18,High-End
2041,5,2,Urban,1998,210932.1817,103.35,27,Mid-Range
1767,3,3,Urban,2020,122720.993,69.45,5,Budget
1453,3,1,Suburb,1992,97599.29968,67.17,33,Budget
2466,4,1,Rural,1950,228084.5604,92.49,75,Mid-Range
1927,4,1,Rural,1962,211832.2369,109.93,63,Mid-Range
1276,4,1,Urban,1965,237302.1567,185.97,60,Mid-Range
2447,3,1,Urban,2011,309815.4089,126.61,14,High-End
2499,3,2,Urban,1999,229818.6881,91.96,26,Mid-Range
2050,4,1,Rural,2007,257450.2155,125.59,18,Mid-Range
1513,4,1,Urban,2010,207752.8516,137.31,15,Mid-Range
2888,5,1,Rural,1957,248523.9977,86.05,68,Mid-Range
1463,3,3,Rural,1965,144939.0446,99.07,60,Budget
1806,3,2,Urban,2010,103680.7307,57.41,15,Budget
1823,2,1,Suburb,1965,220256.6301,120.82,60,Mid-Range
1362,4,1,Suburb,1986,144237.9785,105.9,39,Budget
2406,4,2,Rural,2002,267238.4737,111.07,23,High-End
1750,4,3,Rural,2019,256554.4976,146.6,6,Mid-Range
1524,3,1,Urban,2007,230079.4379,150.97,18,Mid-Range
2405,5,3,Suburb,1974,322670.02,134.17,51,High-End
2207,3,2,Urban,1950,291831.9222,132.23,75,High-End
2217,2,1,Suburb,1981,232354.5349,104.81,44,Mid-Range
2485,2,2,Rural,1994,259570.9325,104.46,31,Mid-Range
1055,5,1,Urban,1999,208839.9647,197.95,26,Mid-Range
2253,4,1,Rural,1962,228466.827,101.41,63,Mid-Range
1488,2,1,Urban,1973,88946.02275,59.78,52,Budget
2051,3,1,Urban,1979,130114.8718,63.44,46,Budget
2855,2,2,Rural,1992,348460.8137,122.05,33,High-End
2606,2,1,Rural,2011,267372.8443,102.6,14,High-End
1721,5,3,Urban,2004,263379.8189,153.04,21,High-End
2983,5,1,Suburb,1970,264121.458,88.54,55,High-End
2207,3,2,Urban,1993,229327.8674,103.91,32,Mid-Range
2448,4,3,Rural,1972,287897.5695,117.61,53,High-End
2398,5,1,Rural,1963,361139.4123,150.6,62,High-End
2891,5,2,Urban,2005,286771.441,99.19,20,High-End
1040,4,2,Rural,1982,184545.1333,177.45,43,Budget
2507,2,1,Urban,2008,256735.6211,102.41,17,Mid-Range
2003,3,3,Urban,1952,206157.9913,102.92,73,Mid-Range
1259,3,2,Rural,2018,200180.5499,159,7,Mid-Range
1440,2,2,Urban,1957,239144.6345,166.07,68,Mid-Range
1925,4,3,Rural,1999,228625.495,118.77,26,Mid-Range
1855,4,1,Urban,2020,95150.19487,51.29,5,Budget
1083,5,1,Suburb,2008,97703.81747,90.22,17,Budget
1045,4,1,Urban,1984,101891.9019,97.5,41,Budget
1439,3,1,Rural,1959,197908.815,137.53,66,Mid-Range
2694,3,3,Suburb,1967,219583.604,81.51,58,Mid-Range
2879,3,2,Rural,1955,311960.6304,108.36,70,High-End
2542,4,1,Suburb,2007,283279.317,111.44,18,High-End
1985,2,2,Urban,2005,238360.6335,120.08,20,Mid-Range
2868,3,2,Suburb,2004,363441.3881,126.72,21,High-End
2461,3,3,Rural,1988,203607.2077,82.73,37,Mid-Range
1135,2,2,Urban,1980,114606.9736,100.98,45,Budget
2206,5,1,Suburb,1998,224698.8758,101.86,27,Mid-Range
2732,4,2,Suburb,1987,283082.7341,103.62,38,High-End
2195,3,1,Urban,1995,218665.7843,99.62,30,Mid-Range
1908,4,1,Rural,2003,218831.3902,114.69,22,Mid-Range
1860,3,1,Urban,1982,257574.9655,138.48,43,Mid-Range
1787,3,2,Urban,2000,153647.9259,85.98,25,Budget
1589,5,3,Rural,1956,150778.5378,94.89,69,Budget
2951,2,2,Suburb,2020,271997.9584,92.17,5,High-End
1955,2,3,Suburb,2009,279369.7254,142.9,16,High-End
1689,2,3,Urban,2009,170132.2056,100.73,16,Budget
1538,5,3,Rural,1964,168767.9781,109.73,61,Budget
2143,5,2,Suburb,1975,381617.5237,178.08,50,High-End
2304,2,3,Suburb,2007,222730.0811,96.67,18,Mid-Range
2331,4,3,Urban,1968,211892.7316,90.9,57,Mid-Range
1707,4,3,Urban,2002,110458.9196,64.71,23,Budget
2300,5,1,Suburb,1987,356123.2452,154.84,38,High-End
2553,4,3,Rural,2003,342619.2954,134.2,22,High-End
1294,2,1,Rural,1967,136252.2231,105.3,58,Budget
2806,3,3,Urban,1950,269994.5311,96.22,75,High-End
1052,4,2,Rural,2019,160848.3969,152.9,6,Budget
1805,2,1,Rural,1969,181790.4391,100.71,56,Budget
2455,2,3,Urban,1980,304360.7108,123.98,45,High-End
1051,2,2,Suburb,1967,53028.22502,50.46,58,Budget
1727,4,1,Suburb,1966,194805.2376,112.8,59,Mid-Range
1071,3,2,Urban,1981,83751.97257,78.2,44,Budget
1027,4,3,Rural,2012,109463.8915,106.59,13,Budget
1468,2,3,Urban,2005,113239.8749,77.14,20,Budget
2935,2,3,Suburb,1991,339007.6077,115.51,34,High-End
1763,2,3,Urban,2018,140685.2927,79.8,7,Budget
1885,5,1,Urban,2012,299309.7953,158.79,13,High-End
1911,4,1,Suburb,2008,216753.2863,113.42,17,Mid-Range
1546,3,1,Urban,2020,126996.6192,82.15,5,Budget
2424,4,3,Urban,1965,249413.0033,102.89,60,Mid-Range
1200,2,3,Suburb,1956,138246.7367,115.21,69,Budget
2784,2,2,Rural,2006,408594.3656,146.77,19,High-End
2634,5,2,Urban,1969,350553.3731,133.09,56,High-End
1819,2,1,Rural,2007,57393.45303,31.55,18,Budget
2489,4,3,Rural,1957,265671.8159,106.74,68,High-End
2675,4,3,Rural,1998,248482.0812,92.89,27,Mid-Range
2618,4,2,Rural,1996,199292.5757,76.12,29,Mid-Range
1559,2,1,Urban,2008,276675.5999,177.47,17,High-End
2813,5,3,Suburb,1964,309690.6382,110.09,61,High-End
1378,4,2,Urban,1960,138336.653,100.39,65,Budget
2783,3,1,Rural,1973,398641.5356,143.24,52,High-End
2918,3,1,Rural,2018,336246.0917,115.23,7,High-End
2200,3,1,Urban,1977,214379.1636,97.45,48,Mid-Range
2075,4,2,Rural,1972,256061.3853,123.4,53,Mid-Range
1078,5,3,Rural,1951,229586.5456,212.97,74,Mid-Range
2408,2,2,Urban,1963,236100.7127,98.05,62,Mid-Range
1833,5,3,Urban,1973,233086.113,127.16,52,Mid-Range
2599,2,3,Suburb,1957,347625.8546,133.75,68,High-End
2031,2,3,Rural,2002,183399.3119,90.3,23,Budget
2237,2,1,Rural,2008,296270.9393,132.44,17,High-End
1024,2,3,Urban,1950,153648.613,150.05,75,Budget
1449,4,1,Urban,2017,255717.441,176.48,8,Mid-Range
1767,3,2,Rural,1972,101087.4886,57.21,53,Budget
1754,4,3,Urban,1969,153181.1741,87.33,56,Budget
2992,5,2,Urban,1966,285001.046,95.25,59,High-End
2480,2,2,Urban,1988,232416.854,93.72,37,Mid-Range
2484,4,3,Rural,1978,290211.5774,116.83,47,High-End
1197,4,3,Rural,2000,268885.2499,224.63,25,High-End
2117,4,1,Suburb,2019,175525.8262,82.91,6,Budget
2742,2,3,Suburb,2008,261173.068,95.25,17,High-End
2970,2,1,Suburb,1967,375363.8742,126.39,58,High-End
1436,2,1,Suburb,2012,168789.8819,117.54,13,Budget
2550,4,3,Rural,2009,377418.3918,148.01,16,High-End
1689,4,3,Urban,1996,188462.8188,111.58,29,Budget
2990,5,3,Rural,1950,319172.8645,106.75,75,High-End
2401,3,1,Rural,2018,312147.748,130.01,7,High-End
1586,3,1,Rural,1953,147485.616,92.99,72,Budget
1103,2,1,Suburb,1995,83705.79431,75.89,30,Budget
2829,3,1,Urban,1986,305240.7435,107.9,39,High-End
2703,2,1,Urban,2012,245143.319,90.69,13,Mid-Range
2985,2,3,Rural,1951,324700.0838,108.78,74,High-End
1626,4,1,Suburb,1984,204725.3066,125.91,41,Mid-Range
2062,3,3,Rural,1968,305443.3485,148.13,57,High-End
1457,5,1,Urban,1974,96928.39814,66.53,51,Budget
1363,2,1,Urban,1991,255440.7749,187.41,34,Mid-Range
2808,2,3,Rural,1991,271313.8091,96.62,34,High-End
1134,5,2,Urban,2014,254025.8373,224.01,11,Mid-Range
1373,3,2,Suburb,1956,137174.8735,99.91,69,Budget
2255,5,1,Urban,1984,244334.3321,108.35,41,Mid-Range
1038,3,3,Rural,2015,179287.0026,172.72,10,Budget
2987,3,2,Urban,1989,238465.1114,79.83,36,Mid-Range
2826,3,2,Rural,1958,252277.0074,89.27,67,Mid-Range
1818,3,3,Rural,1952,130484.7027,71.77,73,Budget
1046,3,2,Suburb,2000,184808.4579,176.68,25,Budget
1035,3,1,Rural,1978,146510.0112,141.56,47,Budget
2855,2,1,Rural,1963,359620.8369,125.96,62,High-End
1094,4,1,Urban,2021,139639.4025,127.64,4,Budget
1984,2,2,Urban,1990,153931.1871,77.59,35,Budget
2384,2,3,Urban,2005,256698.7354,107.68,20,Mid-Range
2548,5,3,Suburb,2013,275742.3591,108.22,12,High-End
2169,4,1,Suburb,1973,191175.2129,88.14,52,Mid-Range
2940,4,1,Urban,1975,328170.702,111.62,50,High-End
1367,4,1,Suburb,1960,171357.788,125.35,65,Budget
1064,3,1,Urban,1954,139139.9525,130.77,71,Budget
2251,3,2,Suburb,1983,276694.9795,122.92,42,High-End
1753,3,1,Rural,2005,181221.8194,103.38,20,Budget
2543,2,2,Urban,1988,309138.6396,121.56,37,High-End
1815,4,1,Urban,1957,169728.9005,93.51,68,Budget
2876,4,3,Suburb,1994,357004.1371,124.13,31,High-End
2578,2,2,Suburb,1964,307655.4941,119.34,61,High-End
1755,3,3,Rural,1985,273202.749,155.67,40,High-End
1180,5,3,Suburb,1974,191347.118,162.16,51,Mid-Range
2524,4,3,Urban,2013,308822.9034,122.35,12,High-End
1596,2,1,Rural,1990,235150.2385,147.34,35,Mid-Range
2178,3,3,Urban,1986,238408.6898,109.46,39,Mid-Range
1786,2,3,Suburb,1991,120631.1224,67.54,34,Budget
2558,5,3,Urban,2007,331910.606,129.75,18,High-End
1626,5,2,Rural,2019,133190.0221,81.91,6,Budget
2841,3,1,Urban,1967,351290.3934,123.65,58,High-End
2458,2,3,Suburb,2003,174094.061,70.83,22,Budget
2834,3,1,Urban,2020,358711.8619,126.57,5,High-End
2122,2,2,Urban,1989,330968.837,155.97,36,High-End
1615,2,1,Rural,1967,187238.1449,115.94,58,Budget
2395,5,3,Suburb,1951,243681.8602,101.75,74,Mid-Range
2586,2,1,Rural,1956,269930.1582,104.38,69,High-End
2385,2,1,Rural,1986,285445.826,119.68,39,High-End
1111,5,1,Rural,1987,167084.3688,150.39,38,Budget
1452,4,1,Suburb,1959,115466.6465,79.52,66,Budget
1755,4,1,Urban,2014,281687.0072,160.51,11,High-End
2192,4,2,Suburb,2011,201403.3895,91.88,14,Mid-Range
1583,4,3,Urban,1984,138759.7128,87.66,41,Budget
1138,2,1,Rural,2014,92816.31997,81.56,11,Budget
2871,4,1,Urban,1985,325892.9928,113.51,40,High-End
1230,4,3,Suburb,1990,164209.28,133.5,35,Budget
2262,2,3,Suburb,1983,233109.9389,103.05,42,Mid-Range
1983,4,3,Suburb,2020,258752.0328,130.49,5,Mid-Range
1252,4,3,Urban,1972,142725.6578,114,53,Budget
2459,3,1,Urban,1967,257794.3502,104.84,58,Mid-Range
2942,4,3,Suburb,2014,300236.365,102.05,11,High-End
1560,3,2,Suburb,1960,189515.1964,121.48,65,Mid-Range
2445,4,1,Urban,1969,231017.9637,94.49,56,Mid-Range
2326,2,2,Rural,1981,234217.6652,100.7,44,Mid-Range
1071,4,3,Suburb,2009,158568.101,148.06,16,Budget
2286,5,2,Urban,2000,334057.1845,146.13,25,High-End
2857,2,1,Suburb,1976,185571.894,64.95,49,Budget
1221,4,1,Rural,2017,147050.76,120.43,8,Budget
2100,4,1,Rural,2013,236132.4144,112.44,12,Mid-Range
1061,2,1,Rural,1972,67752.4948,63.86,53,Budget
2494,5,2,Urban,2012,241961.9938,97.02,13,Mid-Range
2180,2,1,Rural,1954,171115.8752,78.49,71,Budget
1805,5,1,Suburb,2019,262134.9286,145.23,6,High-End
1124,2,1,Rural,1981,35936.28029,31.97,44,Budget
1740,2,3,Suburb,2008,137709.6614,79.14,17,Budget
2875,3,2,Suburb,2019,265807.2523,92.45,6,High-End
1160,3,3,Suburb,1991,103218.5146,88.98,34,Budget
1540,2,1,Suburb,2008,159204.1888,103.38,17,Budget
1625,3,3,Suburb,1958,153931.7511,94.73,67,Budget
2614,4,1,Rural,2013,275350.286,105.34,12,High-End
2558,4,3,Urban,2014,222494.4821,86.98,11,Mid-Range
1105,4,1,Rural,1970,47632.31332,43.11,55,Budget
2154,3,1,Rural,1971,239332.3825,111.11,54,Mid-Range
2380,3,1,Urban,1959,311932.1893,131.06,66,High-End
2708,4,3,Rural,1992,300224.8675,110.87,33,High-End
1775,2,1,Urban,1956,183645.8814,103.46,69,Budget
2877,4,3,Suburb,1958,308961.179,107.39,67,High-End
2908,3,1,Rural,2005,284955.7926,97.99,20,High-End
2820,5,2,Suburb,1973,376356.6619,133.46,52,High-End
1001,4,1,Suburb,2015,193028.3449,192.84,10,Mid-Range
1232,4,2,Urban,1981,209975.0431,170.43,44,Mid-Range
1368,3,1,Rural,1999,235500.7899,172.15,26,Mid-Range
2274,3,1,Suburb,2019,276674.2736,121.67,6,High-End
1945,3,1,Suburb,1996,224324.3003,115.33,29,Mid-Range
2856,3,1,Suburb,1975,289341.1384,101.31,50,High-End
2131,4,1,Urban,1954,245856.4482,115.37,71,Mid-Range
2299,3,3,Urban,2002,259541.7248,112.89,23,Mid-Range
1179,5,3,Suburb,1984,217699.8714,184.65,41,Mid-Range
2748,2,3,Rural,1982,322065.7726,117.2,43,High-End
1292,3,2,Urban,2017,229737.4451,177.82,8,Mid-Range
1583,3,1,Suburb,2002,129908.9743,82.07,23,Budget
1794,4,1,Suburb,2007,305403.2511,170.24,18,High-End
1174,2,1,Urban,1956,120851.0971,102.94,69,Budget
1122,2,2,Suburb,1981,211133.5186,188.18,44,Mid-Range
1226,2,2,Rural,1975,121505.3077,99.11,50,Budget
2925,3,2,Urban,1978,341385.6116,116.71,47,High-End
1443,4,2,Urban,1967,165168.0916,114.46,58,Budget
2836,4,3,Rural,1987,326928.6938,115.28,38,High-End
1427,3,2,Suburb,1977,182745.4896,128.06,48,Budget
2106,2,2,Urban,2014,216406.7016,102.76,11,Mid-Range
1764,2,2,Rural,2017,145054.3307,82.23,8,Budget
2681,4,2,Rural,1965,324540.7229,121.05,60,High-End
1631,5,3,Suburb,1956,252877.4724,155.04,69,Mid-Range
1064,3,1,Urban,2001,104888.7886,98.58,24,Budget
2304,5,2,Urban,1951,246676.7651,107.06,74,Mid-Range
2818,5,3,Rural,1968,363686.8689,129.06,57,High-End
2414,2,3,Rural,1962,268657.1722,111.29,63,High-End
1427,5,3,Urban,2014,183438.0968,128.55,11,Budget
1617,3,1,Suburb,1984,286460.0954,177.16,41,High-End
1924,4,2,Suburb,1978,136474.3654,70.93,47,Budget
1811,3,1,Suburb,1989,159227.9987,87.92,36,Budget
1106,3,3,Rural,2010,163593.563,147.91,15,Budget
2571,3,1,Rural,1993,254451.2441,98.97,32,Mid-Range
1658,3,3,Suburb,1962,156803.4921,94.57,63,Budget
2285,5,3,Urban,2018,162693.0592,71.2,7,Budget
2944,2,2,Rural,1990,261696.3504,88.89,35,High-End
2182,4,3,Rural,2004,205689.8102,94.27,21,Mid-Range
1264,2,1,Urban,2007,129424.2079,102.39,18,Budget
2491,5,1,Rural,1979,310295.0298,124.57,46,High-End
2225,2,3,Rural,1993,256536.9775,115.3,32,Mid-Range
2956,2,2,Suburb,1996,377637.454,127.75,29,High-End
1154,5,1,Suburb,1958,131977.1945,114.36,67,Budget
2036,2,2,Urban,2004,246950.6985,121.29,21,Mid-Range
2320,4,2,Suburb,1951,249589.0458,107.58,74,Mid-Range
1895,5,2,Rural,2021,166049.1591,87.62,4,Budget
2857,4,2,Suburb,2019,366972.2466,128.45,6,High-End
2521,2,3,Suburb,2020,223192.9983,88.53,5,Mid-Range
2620,3,3,Rural,1954,330684.6633,126.22,71,High-End
1992,3,3,Rural,2015,221596.2997,111.24,10,Mid-Range
2815,5,2,Rural,1985,340932.3835,121.11,40,High-End
1244,3,1,Suburb,1989,130848.0725,105.18,36,Budget
2323,3,1,Suburb,2004,273003.8011,117.52,21,High-End
2385,3,3,Suburb,1971,313850.1623,131.59,54,High-End
2377,5,1,Urban,1975,268775.7479,113.07,50,High-End
2851,4,3,Suburb,1973,355873.7617,124.82,52,High-End
2544,3,2,Urban,2002,274676.2384,107.97,23,High-End
1385,5,3,Rural,1977,283839.1383,204.94,48,High-End
1758,4,1,Rural,1960,180349.3749,102.59,65,Budget
2335,5,3,Urban,2011,257213.4857,110.16,14,Mid-Range
1413,3,3,Rural,1981,193019.9808,136.6,44,Mid-Range
2301,3,1,Rural,1981,269756.187,117.23,44,High-End
2773,2,3,Urban,2000,275547.2888,99.37,25,High-End
1714,2,3,Urban,1998,195604.8773,114.12,27,Mid-Range
1758,2,1,Suburb,1999,196318.7235,111.67,26,Mid-Range
1746,4,3,Suburb,2008,277891.0472,159.16,17,High-End
1592,5,2,Urban,1962,144577.0868,90.81,63,Budget
2379,4,3,Urban,2008,294629.8113,123.85,17,High-End
2548,2,1,Urban,1991,322683.4124,126.64,34,High-End
1838,2,2,Urban,1968,184157.7324,100.19,57,Budget
1015,3,2,Urban,1992,201029.2248,198.06,33,Mid-Range
1992,4,1,Suburb,2008,187272.5738,94.01,17,Budget
2068,3,1,Urban,1981,288825.3697,139.66,44,High-End
2344,3,3,Rural,1984,356131.9222,151.93,41,High-End
1650,5,2,Suburb,1956,292907.0598,177.52,69,High-End
2349,2,2,Rural,1971,243218.5881,103.54,54,Mid-Range
1147,3,2,Suburb,1996,136817.3562,119.28,29,Budget
1354,3,1,Rural,1975,136019.0303,100.46,50,Budget
2259,2,3,Rural,2007,276977.3022,122.61,18,High-End
1702,2,1,Urban,2021,220042.9754,129.28,4,Mid-Range
1612,5,2,Urban,1995,186938.2588,115.97,30,Budget
1104,5,3,Suburb,1954,204898.9288,185.6,71,Mid-Range
2497,3,3,Suburb,1987,272328.401,109.06,38,High-End
2785,3,1,Urban,1977,331248.8128,118.94,48,High-End
1395,3,2,Rural,1988,148652.2934,106.56,37,Budget
2469,4,2,Suburb,1953,270170.6326,109.43,72,High-End
1605,5,2,Suburb,2009,140247.7818,87.38,16,Budget
2243,3,3,Urban,2003,260560.2598,116.17,22,High-End
2833,2,2,Urban,1954,348681.8614,123.08,71,High-End
1850,5,1,Suburb,1956,323234.4285,174.72,69,High-End
2988,5,3,Rural,1997,273891.9902,91.66,28,High-End
1441,3,1,Suburb,1990,87839.06307,60.96,35,Budget
2668,4,3,Urban,1969,313796.0632,117.61,56,High-End
1872,3,1,Suburb,1993,174090.1605,93,32,Budget
1666,4,2,Suburb,1989,256302.0309,153.84,36,Mid-Range
2051,4,3,Rural,2014,222677.921,108.57,11,Mid-Range
1793,2,1,Suburb,1960,173753.3253,96.91,65,Budget
1474,3,3,Rural,1950,163461.5403,110.9,75,Budget
1627,4,3,Urban,2003,231351.4919,142.2,22,Mid-Range
2328,5,2,Urban,1999,256674.992,110.26,26,Mid-Range
2769,3,3,Suburb,2021,274515.0945,99.14,4,High-End
2428,4,1,Urban,2010,218612.528,90.04,15,Mid-Range
2536,5,3,Urban,2012,321824.4183,126.9,13,High-End
1501,2,1,Suburb,1984,198378.8987,132.16,41,Mid-Range
1347,2,2,Suburb,1973,111973.1076,83.13,52,Budget
2263,3,3,Suburb,1952,205580.1564,90.84,73,Mid-Range
2017,3,1,Urban,1989,235968.1152,116.99,36,Mid-Range
1569,3,3,Rural,1959,211908.8708,135.06,66,Mid-Range
2870,3,3,Urban,1984,296921.9501,103.46,41,High-End
1694,3,2,Urban,1999,134438.5115,79.36,26,Budget
2360,4,3,Rural,1990,253554.3683,107.44,35,Mid-Range
1025,5,3,Rural,1985,110233.4466,107.54,40,Budget
2432,3,2,Rural,1994,279645.1723,114.99,31,High-End
2100,5,3,Rural,1991,171893.3169,81.85,34,Budget
2952,4,2,Urban,1963,345360.7013,116.99,62,High-End
1216,4,3,Rural,1973,125745.5355,103.41,52,Budget
2351,4,1,Urban,1998,270878.8476,115.22,27,High-End
1836,3,1,Urban,1958,251075.189,136.75,67,Mid-Range
1773,2,1,Suburb,1994,115784.2947,65.3,31,Budget
2046,2,2,Suburb,2020,276956.7248,135.36,5,High-End
2779,3,2,Rural,2013,303216.6795,109.11,12,High-End
1669,3,2,Urban,1991,184207.9771,110.37,34,Budget
1717,3,2,Suburb,1992,179494.5541,104.54,33,Budget
1309,4,2,Rural,1984,230371.4694,175.99,41,Mid-Range
1598,2,2,Rural,2003,158238.161,99.02,22,Budget
1266,2,3,Suburb,1997,143990.9722,113.74,28,Budget
2438,5,1,Urban,1999,247269.1861,101.42,26,Mid-Range
1645,5,2,Suburb,2004,196929.6082,119.71,21,Mid-Range
2290,2,3,Rural,1954,257314.8009,112.36,71,Mid-Range
2356,2,3,Rural,1994,274544.6901,116.53,31,High-End
2022,4,2,Suburb,1960,246997.5059,122.16,65,Mid-Range
2803,5,1,Suburb,1971,260372.5511,92.89,54,Mid-Range
1449,3,2,Rural,1993,68204.70299,47.07,32,Budget
1564,4,1,Rural,1993,185094.0157,118.35,32,Budget
2634,5,1,Suburb,1998,381523.2491,144.85,27,High-End
2270,3,2,Rural,2004,233214.1741,102.74,21,Mid-Range
2059,3,1,Rural,1966,181165.3958,87.99,59,Budget
2424,2,1,Suburb,2002,171152.6108,70.61,23,Budget
1027,2,1,Suburb,2014,48103.63437,46.84,11,Budget
1219,3,2,Rural,1964,163086.6244,133.79,61,Budget
